자격구분코드,자격구분명,계열명,종목명
T,국가기술자격      ,기사,인쇄사진산업기사
T,국가기술자격      ,기사,나염기능사1급
T,국가기술자격      ,기사,통조림제조기능사1급
T,국가기술자격      ,기사,인쇄산업기사
T,국가기술자격      ,기사,인쇄기능사1급
T,국가기술자격      ,기사,주조조판기기능사1급
T,국가기술자격      ,기사,비계산업기사
T,국가기술자격      ,기사,건축목공기능사1급
T,국가기술자격      ,기사,가구제작산업기사
T,국가기술자격      ,기사,보선기능사1급
T,국가기술자격      ,기사,시멘트제조기능사1급
T,국가기술자격      ,기사,변전설비기능사1급
T,국가기술자격      ,기사,송배전설비기능사1급
T,국가기술자격      ,기사,로우더기능사1급
T,국가기술자격      ,기사,아스팔트믹싱플랜트기능사1급
T,국가기술자격      ,기사,준설선기능사1급
T,국가기술자격      ,기사,쇄석기기능사1급
T,국가기술자격      ,기사,사래채취기기능사1급
T,국가기술자격      ,기사,로울러기능사1급
T,국가기술자격      ,기사,모우터그레이더기능사1급
T,국가기술자격      ,기사,아스팔트휘니셔기능사1급
T,국가기술자격      ,기사,콘크리트산업기사
T,국가기술자격      ,기사,방수기능사1급
T,국가기술자격      ,기사,포장기능사1급
T,국가기술자격      ,기사,문선식자기능사1급
T,국가기술자격      ,기사,문선식자기능사1급
T,국가기술자격      ,기사,지형연판기능사1급
T,국가기술자격      ,기사,인쇄기능사1급
T,국가기술자격      ,기사,비파괴검사산업기사
T,국가기술자격      ,기사,비파괴검사산업기사
T,국가기술자격      ,기사,콘크리트믹서기능사1급
T,국가기술자격      ,기사,지게차기능사1급
T,국가기술자격      ,기사,자수기능사1급
T,국가기술자격      ,기사,한복기능사1급
T,국가기술자격      ,기사,농화학기능사1급
T,국가기술자격      ,기사,담배제조기계산업기사
T,국가기술자격      ,기사,기중기기능사1급
T,국가기술자격      ,기사,굴삭기기능사1급
T,국가기술자격      ,기사,비파괴검사산업기사
T,국가기술자격      ,기사,비파괴검사산업기사
T,국가기술자격      ,기사,비파괴검사기능사1급
T,국가기술자격      ,기사,나전칠기산업기사
T,국가기술자격      ,기사,금속공예기능사1급
T,국가기술자격      ,기사,금속도장산업기사
T,국가기술자격      ,기사,불도저산업기사
T,국가기술자격      ,기사,스크레이퍼기능사1급
T,국가기술자격      ,기사,공업계측제어산업기사
T,국가기술자격      ,기사,편물기능사1급
T,국가기술자격      ,기사,편물기능사1급
T,국가기술자격      ,기사,편물기능사1급
T,국가기술자격      ,기사,귀금속가공기능사1급
T,국가기술자격      ,기사,비파괴검사산업기사
T,국가기술자격      ,기사,물리탐광기능사1급
T,국가기술자격      ,기사,선광기능사1급
T,국가기술자격      ,기사,광산기계설치기능사1급
T,국가기술자격      ,기사,광산기계운전및수리기능사1급
T,국가기술자격      ,기사,기편기능사1급
T,국가기술자격      ,기사,수편기능사1급
T,국가기술자격      ,기사,공업전자기기기능사1급
T,국가기술자격      ,기사,자수기능사1급
T,국가기술자격      ,기사,자수기능사1급
T,국가기술자격      ,기사,전자계산기조작기능사1급
T,국가기술자격      ,기사,전자계산기기능사1급
T,국가기술자격      ,기사,유선통신선로기능사1급
T,국가기술자격      ,기사,유선설비기능사1급
T,국가기술자격      ,기사,가죽처리산업기사
T,국가기술자격      ,기사,수자수기능사1급
T,국가기술자격      ,기사,기계자수기능사1급
T,국가기술자격      ,기사,나전칠기기능사1급
T,국가기술자격      ,기사,정밀가공산업기사
T,국가기술자격      ,기사,정밀가공산업기사
T,국가기술자격      ,기능장,섬유기계기능장
T,국가기술자격      ,기능장,열처리기능장
T,국가기술자격      ,기사,소방설비산업기사
T,국가기술자격      ,기사,소방설비산업기사
T,국가기술자격      ,기사,계량기계산업기사
T,국가기술자격      ,기사,계량물리산업기사
T,국가기술자격      ,기능장,주조기능장
T,국가기술자격      ,기능장,표면처리기능장
T,국가기술자격      ,기능장,자동차정비기능장
T,국가기술자격      ,기능장,건설기계정비기능장
T,국가기술자격      ,기능장,기계정비기능장
T,국가기술자격      ,기능장,항공정비기능장
T,국가기술자격      ,기사,교통산업기사
T,국가기술자격      ,기사,귀금속가공산업기사
T,국가기술자격      ,기사,목공예산업기사
T,국가기술자격      ,기사,도자기공예산업기사
T,국가기술자격      ,기사,자수산업기사
T,국가기술자격      ,기사,누설비파괴검사산업기사
T,국가기술자격      ,기사,어로산업기사
T,국가기술자격      ,기사,계량기사2급
T,국가기술자격      ,기능장,농기계정비기능장
T,국가기술자격      ,기능장,고압가스기계기능장
T,국가기술자격      ,기능장,철도차량정비기능장
T,국가기술자격      ,기능장,정밀가공및측정기능장
T,국가기술자격      ,기능장,금형기능장
T,국가기술자격      ,기능장,기계제도기능장
T,국가기술자격      ,기능장,판금기능장
T,국가기술자격      ,기능장,배관기능장
T,국가기술자격      ,기사,계량기사2급
T,국가기술자격      ,기사,계량전기산업기사
T,국가기술자격      ,기사,계량기사2급
T,국가기술자격      ,기사,계량기사2급
T,국가기술자격      ,기사,전자회로설계산업기사
T,국가기술자격      ,기사,산업위생관리산업기사
T,국가기술자격      ,기능장,제관기능장
T,국가기술자격      ,기능장,판금제관기능장
T,국가기술자격      ,기능장,용접기능장
T,국가기술자격      ,기사,소방설비산업기사
T,국가기술자격      ,기사,폐기물처리산업기사
T,국가기술자격      ,기사,조리산업기사
T,국가기술자격      ,기사,포장산업기사
T,국가기술자격      ,기사,제품디자인산업기사
T,국가기술자격      ,기사,와전류비파괴검사산업기사
T,국가기술자격      ,기사,공조냉동기계산업기사
T,국가기술자격      ,기사,고분자제품제조산업기사
T,국가기술자격      ,기사,화약류제조산업기사
T,국가기술자격      ,기사,실내건축산업기사
T,국가기술자격      ,기사,정보처리산업기사
T,국가기술자격      ,기사,정보기술산업기사
T,국가기술자격      ,기사,건설재료시험산업기사
T,국가기술자격      ,기사,철도토목산업기사
T,국가기술자격      ,기사,방사선비파괴검사산업기사
T,국가기술자격      ,기사,한식조리산업기사
T,국가기술자격      ,기사,원자력산업기사
T,국가기술자격      ,기사,패션디자인산업기사
T,국가기술자격      ,기사,환경관리기사2급
T,국가기술자격      ,기사,방사산업기사
T,국가기술자격      ,기사,섬유디자인산업기사
T,국가기술자격      ,기사,섬유기계산업기사
T,국가기술자격      ,기사,편물산업기사
T,국가기술자격      ,기사,"대기환경,수질환경산업기사"
T,국가기술자격      ,기능사,전산응용토목제도기능사
T,국가기술자격      ,기사,영림기사2급
T,국가기술자격      ,기사,양복산업기사
T,국가기술자격      ,기사,한복산업기사
T,국가기술자격      ,기사,기계검사및설치기능사1급
T,국가기술자격      ,기사,기계정비기능사1급
T,국가기술자격      ,기사,정보통신설비다기능기술자
T,국가기술자격      ,기사,정보기술다기능기술자
T,국가기술자격      ,기사,인쇄기술다기능기술자
T,국가기술자격      ,기사,귀금속공예다기능기술자
T,국가기술자격      ,기사,패션디자인다기능기술자
T,국가기술자격      ,기사,시각디자인다기능기술자
T,국가기술자격      ,기사,산업디자인다기능기술자
T,국가기술자격      ,기사,고무제품제조산업기사
T,국가기술자격      ,기사,프라스틱제품산업기사
T,국가기술자격      ,기사,제지산업기사
T,국가기술자격      ,기사,제지기능사1급
T,국가기술자격      ,기사,제지기능사1급
T,국가기술자격      ,기사,압연산업기사
T,국가기술자격      ,기사,압연기능사1급
T,국가기술자격      ,기사,단조산업기사
T,국가기술자격      ,기사,선반기능사1급
T,국가기술자격      ,기사,형평삭산업기사
T,국가기술자격      ,기사,기계정비다기능기술자
T,국가기술자격      ,기사,기계설계다기능기술자
T,국가기술자격      ,기사,정밀계측다기능기술자
T,국가기술자격      ,기사,자동차다기능기술자
T,국가기술자격      ,기사,금형다기능기술자
T,국가기술자격      ,기사,산업설비다기능기술자
T,국가기술자격      ,기사,메카트로닉스다기능기술자
T,국가기술자격      ,기사,금속다기능기술자
T,국가기술자격      ,기사,화학분석산업기사
T,국가기술자격      ,기사,화학분쇄혼합기능사1급
T,국가기술자격      ,기사,화학열기기조작기능사1급
T,국가기술자격      ,기사,화학분리기기조작기능사1급
T,국가기술자격      ,기사,화학반응기기조작기능사1급
T,국가기술자격      ,기사,화학유화기기조작기능사1급
T,국가기술자격      ,기사,도자기기능사1급
T,국가기술자격      ,기사,유리가공기능사1급
T,국가기술자격      ,기사,제강산업기사
T,국가기술자격      ,기사,전기다기능기술자
T,국가기술자격      ,기사,전자다기능기술자
T,국가기술자격      ,기능장,통신설비기능장
T,국가기술자격      ,기능장,정보처리기능장
T,국가기술자격      ,기능장,조리기능장
T,국가기술자격      ,기능장,제과기능장
T,국가기술자격      ,기능장,미용장
T,국가기술자격      ,기능장,이용장
T,국가기술자격      ,기사,코크스산업기사
T,국가기술자격      ,기사,소방설비산업기사
T,국가기술자격      ,기사,소방설비산업기사
T,국가기술자격      ,기사,소방설비산업기사
T,국가기술자격      ,기사,소방설비산업기사
T,국가기술자격      ,기능장,단조기능장
T,국가기술자격      ,기능장,화학분석기능장
T,국가기술자격      ,기능장,공기조화기능장
T,국가기술자격      ,기능장,임산가공기능장
T,국가기술자격      ,기능장,종묘기능장
T,국가기술자격      ,기능장,산림기능장
T,국가기술자격      ,기능장,농예화학기능장
T,국가기술자격      ,기능장,지적기능장
T,국가기술자격      ,기능장,도화기능장
T,국가기술자격      ,기사,소방설비산업기사
T,국가기술자격      ,기사,소방설비산업기사
T,국가기술자격      ,기사,소방설비산업기사
T,국가기술자격      ,기사,소방설비산업기사
T,국가기술자격      ,기사,소방설비산업기사
T,국가기술자격      ,기능장,비파괴검사기능장
T,국가기술자격      ,기능장,항공사진기능장
T,국가기술자격      ,기능장,지도제작기능장
T,국가기술자격      ,기능장,나전칠기기능장
T,국가기술자격      ,기능장,금속공예기능장
T,국가기술자격      ,기능장,금속도장기능장
T,국가기술자격      ,기능장,귀금속가공기능장
T,국가기술자격      ,기능장,비파괴시험기능장
T,국가기술자격      ,기능장,목공예기능장
T,국가기술자격      ,기능장,도자기공예기능장
T,국가기술자격      ,기능장,지형연판기능장
T,국가기술자격      ,기사,소방설비산업기사
T,국가기술자격      ,기사,소방설비산업기사
T,국가기술자격      ,기사,소방설비산업기사
T,국가기술자격      ,기사,소방설비산업기사
T,국가기술자격      ,기능장,인쇄기능장
T,국가기술자격      ,기능장,인쇄기능장
T,국가기술자격      ,기능장,주조조판기기능장
T,국가기술자격      ,기능장,옵셋제판기능장
T,국가기술자격      ,기능장,의류제조기능장
T,국가기술자격      ,기능장,제직기능장
T,국가기술자격      ,기능장,침염기능장
T,국가기술자격      ,기능장,나염기능장
T,국가기술자격      ,기능장,염색기능장
T,국가기술자격      ,기능장,직물가공기능장
T,국가기술자격      ,기능장,물리탐광기능장
T,국가기술자격      ,기능장,선광기능장
T,국가기술자격      ,기능장,채광기능장
T,국가기술자격      ,기사,소방설비산업기사
T,국가기술자격      ,기사,소방설비산업기사
T,국가기술자격      ,기사,소방설비산업기사
T,국가기술자격      ,기사,소방설비산업기사
T,국가기술자격      ,기능장,광산기계운전및수리기능장
T,국가기술자격      ,기능장,편물기능장
T,국가기술자격      ,기능장,자수기능장
T,국가기술자격      ,기능장,철골기능장
T,국가기술자격      ,기능장,철골철근기능장
T,국가기술자격      ,기능장,창호제작기능장
T,국가기술자격      ,기능장,건축목공기능장
T,국가기술자격      ,기능장,가구기능장
T,국가기술자격      ,기능장,건축목재시공기능장
T,국가기술자격      ,기능장,온돌기능장
T,국가기술자격      ,기사,초음파비파괴검사산업기사
T,국가기술자격      ,기사,침투비파괴검사산업기사
T,국가기술자격      ,기사,소방설비산업기사
T,국가기술자격      ,기능장,기계가공기능장
T,국가기술자격      ,기능장,기어절삭기능장
T,국가기술자격      ,기능장,기계가공기능장
T,국가기술자격      ,기능장,공구기능장
T,국가기술자격      ,기능장,금형기능장
T,국가기술자격      ,기능장,콘크리트기능장
T,국가기술자격      ,기능장,측량기능장
T,국가기술자격      ,기능장,석공기능장
T,국가기술자격      ,기능장,토목재료시험기능장
T,국가기술자격      ,기능장,방수기능장
T,국가기술자격      ,기능장,포장기능장
T,국가기술자격      ,기사,소방설비산업기사
T,국가기술자격      ,기사,소방설비산업기사
T,국가기술자격      ,기사,소방설비산업기사
T,국가기술자격      ,기사,소방설비산업기사
T,국가기술자격      ,기능장,갱부기능장
T,국가기술자격      ,기능장,건축제도기능장
T,국가기술자격      ,기능장,조적기능장
T,국가기술자격      ,기능장,철근기능장
T,국가기술자격      ,기능장,가스기능장
T,국가기술자격      ,기능장,전기공사기능장
T,국가기술자격      ,기능장,신호보안기능장
T,국가기술자격      ,기능장,전자기능장
T,국가기술자격      ,기능장,유선통신선로기능장
T,국가기술자격      ,기사,소방설비산업기사
T,국가기술자격      ,기사,소방설비산업기사
T,국가기술자격      ,기사,소방설비산업기사
T,국가기술자격      ,기사,소방설비산업기사(전기분야)
T,국가기술자격      ,기사,소방설비산업기사
T,국가기술자격      ,기능장,전신전화기기기능장
T,국가기술자격      ,기능장,조선제도기능장
T,국가기술자격      ,기능장,선박기능장
T,국가기술자격      ,기능장,선체의장기능장
T,국가기술자격      ,기능장,농약기능장
T,국가기술자격      ,기능장,요업기능장
T,국가기술자격      ,기능장,고무제품제조기능장
T,국가기술자격      ,기능장,프라스틱제품기능장
T,국가기술자격      ,기능장,제지기능장
T,국가기술자격      ,기능장,가죽처리기능장
T,국가기술자격      ,기사,소방설비산업기사
T,국가기술자격      ,기사,소방설비산업기사
T,국가기술자격      ,기사,소방설비산업기사
T,국가기술자격      ,기사,소음진동산업기사
T,국가기술자격      ,기능장,고압가스화학기능장
T,국가기술자격      ,기능장,금속재료시험기능장
T,국가기술자격      ,기능장,금속재료기능장
T,국가기술자격      ,기능장,제선기능장
T,국가기술자격      ,기능장,제강기능장
T,국가기술자격      ,기능장,코크스기능장
T,국가기술자격      ,기능장,목형기능장
T,국가기술자격      ,기능장,압연기능장
T,국가기술자격      ,기사,공업계측제어산업기사
T,국가기술자격      ,기사,품질관리산업기사
T,국가기술자격      ,기사,피아노조율산업기사
T,국가기술자격      ,기사,농화학산업기사
T,국가기술자격      ,기사,소방설비산업기사(기계분야)
T,국가기술자격      ,기사,소방설비산업기사
T,국가기술자격      ,기사,소방설비산업기사
T,국가기술자격      ,기사,자기비파괴검사산업기사
T,국가기술자격      ,기사,소방설비산업기사
T,국가기술자격      ,기능장,에너지관리기능장
T,국가기술자격      ,기능장,담배제조기계기능장
T,국가기술자격      ,기사,농업기계산업기사
T,국가기술자격      ,기사,사출금형산업기사
T,국가기술자격      ,기사,계량기사
T,국가기술자격      ,기사,공조냉동기계기사
T,국가기술자격      ,기사,프레스금형산업기사
T,국가기술자격      ,기사,철도차량산업기사
T,국가기술자격      ,기사,제판기사
T,국가기술자격      ,기사,소방설비기사(기계분야)
T,국가기술자격      ,기사,소방설비기사
T,국가기술자격      ,기사,"대기환경,수질환경,소음진동기사"
T,국가기술자격      ,기사,계량기사1급
T,국가기술자격      ,기사,계량기사1급
T,국가기술자격      ,기사,계량기사
T,국가기술자격      ,기사,대기환경기사
T,국가기술자격      ,기사,유선설비기사1급
T,국가기술자격      ,기사,용접산업기사
T,국가기술자격      ,기사,소방설비기사
T,국가기술자격      ,기사,소방설비기사
T,국가기술자격      ,기사,소방설비기사
T,국가기술자격      ,기사,자동차검사기사
T,국가기술자격      ,기사,가스기사
T,국가기술자격      ,기사,건축기사
T,국가기술자격      ,기사,어로기사
T,국가기술자격      ,기사,건축설비기사
T,국가기술자격      ,기사,폐기물처리기사
T,국가기술자격      ,기사,일반기계기사2급
T,국가기술자격      ,기사,기계조립산업기사
T,국가기술자격      ,기사,소방설비기사
T,국가기술자격      ,기사,소방설비기사
T,국가기술자격      ,기사,공업계측제어기사
T,국가기술자격      ,기사,농화학기사
T,국가기술자격      ,기사,수산양식기사
T,국가기술자격      ,기사,수산양식기사
T,국가기술자격      ,기사,소방설비기사
T,국가기술자격      ,기사,소방설비기사
T,국가기술자격      ,기사,축산기사
T,국가기술자격      ,기사,임산가공기사
T,국가기술자격      ,기사,식품기사
T,국가기술자격      ,기사,수산제조기사
T,국가기술자격      ,기사,승강기기사
T,국가기술자격      ,기사,종자기사
T,국가기술자격      ,기사,산림경영기사1급
T,국가기술자격      ,기사,디자인및포장기사1급
T,국가기술자격      ,기사,포장기사
T,국가기술자격      ,기사,제품디자인기사
T,국가기술자격      ,기사,소방설비기사
T,국가기술자격      ,기사,소방설비기사
T,국가기술자격      ,기사,시설원예기사
T,국가기술자격      ,기사,시각디자인기사
T,국가기술자격      ,기사,바이오화학제품제조기사
T,국가기술자격      ,기술사,폐기물처리기술사
T,국가기술자격      ,기사,화약류관리기사
T,국가기술자격      ,기사,산업위생관리기사
T,국가기술자격      ,기사,원동기검사기사1급
T,국가기술자격      ,기사,공정관리기사
T,국가기술자격      ,기사,해양공학기사
T,국가기술자격      ,기사,해양생산관리기사
T,국가기술자격      ,기사,광학기사
T,국가기술자격      ,기사,세라믹기사
T,국가기술자격      ,기사,지하수기사
T,국가기술자격      ,기사,계량기사1급
T,국가기술자격      ,기사,계량기사1급(물리분야)
T,국가기술자격      ,기사,기계안전기사1급
T,국가기술자격      ,기사,화공안전기사1급
T,국가기술자격      ,기사,전기안전기사1급
T,국가기술자격      ,기사,산업안전기사
T,국가기술자격      ,기사,건설안전기사
T,국가기술자격      ,기사,광산보안기사
T,국가기술자격      ,기사,측량및지형공간정보기사
T,국가기술자격      ,기사,프레스금형기사
T,국가기술자격      ,기사,윤활관리기사
T,국가기술자격      ,기사,철도차량기사
T,국가기술자격      ,기사,지적기사
T,국가기술자격      ,기사,인쇄기사
T,국가기술자격      ,기사,해양기사1급
T,국가기술자격      ,기사,해양환경기사
T,국가기술자격      ,기사,해양자원개발기사
T,국가기술자격      ,기사,원자력기사
T,국가기술자격      ,기사,건설기계설비기사
T,국가기술자격      ,기사,건설기계정비기사
T,국가기술자격      ,기사,메카트로닉스기사
T,국가기술자격      ,기사,일반기계기사
T,국가기술자격      ,기사,용접기사
T,국가기술자격      ,기사,도시계획기사
T,국가기술자격      ,기사,환경관리기사1급
T,국가기술자격      ,기사,환경관리기사1급
T,국가기술자격      ,기사,환경관리기사1급
T,국가기술자격      ,기사,환경관리기사1급
T,국가기술자격      ,기사,조경기사
T,국가기술자격      ,기사,생사기사
T,국가기술자격      ,기사,농업기계기사
T,국가기술자격      ,기사,사출금형기사
T,국가기술자격      ,기술사,소음진동기술사
T,국가기술자격      ,기술사,농화학기술사
T,국가기술자격      ,기사,정보처리기사
T,국가기술자격      ,기사,전자계산기기사
T,국가기술자격      ,기사,전자계산기조직응용기사
T,국가기술자격      ,기사,실내건축기사
T,국가기술자격      ,기사,섬유기사1급
T,국가기술자격      ,기술사,교통기술사
T,국가기술자격      ,기사,일반기계기사1급
T,국가기술자격      ,기사,정밀기계기사1급
T,국가기술자격      ,기술사,핵연료기술사
T,국가기술자격      ,기술사,방사선관리기술사
T,국가기술자격      ,기사,소방설비기사
T,국가기술자격      ,기사,소방설비기사
T,국가기술자격      ,기사,소방설비기사
T,국가기술자격      ,기사,소방설비기사
T,국가기술자격      ,기사,소방설비기사
T,국가기술자격      ,기사,수산양식기사
T,국가기술자격      ,기사,수산양식기사
T,국가기술자격      ,기사,어병기사
T,국가기술자격      ,기사,침투비파괴검사기사
T,국가기술자격      ,기사,와전류비파괴검사기사
T,국가기술자격      ,기사,비파괴검사기사1급(전자기침투)
T,국가기술자격      ,기사,수질환경기사
T,국가기술자격      ,기사,소음진동기사
T,국가기술자격      ,기사,소방설비기사
T,국가기술자격      ,기사,누설비파괴검사기사
T,국가기술자격      ,기사,"수산양식기사1급(1류,2류,3류,4류)"
T,국가기술자격      ,기사,수산양식기사
T,국가기술자격      ,기사,기상기사
T,국가기술자격      ,기사,의류기사
T,국가기술자격      ,기사,광산기사1급
T,국가기술자격      ,기사,소방설비기사
T,국가기술자격      ,기사,소방설비기사
T,국가기술자격      ,기사,소방설비기사(전기분야)
T,국가기술자격      ,기사,소방설비기사
T,국가기술자격      ,기사,자기비파괴검사기사
T,국가기술자격      ,기사,식물보호기사
T,국가기술자격      ,기사,산림경영기사
T,국가기술자격      ,기사,임업종묘기사
T,국가기술자격      ,기사,농예화학기사1급
T,국가기술자격      ,기사,소방설비기사
T,국가기술자격      ,기사,소방설비기사
T,국가기술자격      ,기사,소방설비기사
T,국가기술자격      ,기사,생사산업기사
T,국가기술자격      ,기사,굴착산업기사
T,국가기술자격      ,기사,건축일반시공산업기사
T,국가기술자격      ,기사,조적산업기사
T,국가기술자격      ,기사,건축목공산업기사
T,국가기술자격      ,기사,목재창호산업기사
T,국가기술자격      ,기사,섬유기사2급
T,국가기술자격      ,기사,대기환경산업기사
T,국가기술자격      ,기사,수질환경산업기사
T,국가기술자격      ,기사,전자계산기조직응용산업기사
T,국가기술자격      ,기사,지적기능산업기사
T,국가기술자격      ,기사,광산기사2급
T,국가기술자격      ,기사,방직산업기사
T,국가기술자격      ,기사,섬유가공산업기사
T,국가기술자격      ,기사,무선설비산업기사
T,국가기술자격      ,기사,통신선로산업기사
T,국가기술자격      ,기사,조선산업기사
T,국가기술자격      ,기사,석재기사2급
T,국가기술자격      ,기사,산림경영기사2급
T,국가기술자격      ,기사,식물보호산업기사
T,국가기술자격      ,기사,산림공학산업기사
T,국가기술자격      ,기사,산림경영산업기사
T,국가기술자격      ,기사,수산양식산업기사
T,국가기술자격      ,기사,계량기사2급
T,국가기술자격      ,기사,계량기사2급
T,국가기술자격      ,기사,계량기사2급(물리분야)
T,국가기술자격      ,기사,전파전자산업기사
T,국가기술자격      ,기사,정보통신산업기사
T,국가기술자격      ,기사,잠수산업기사
T,국가기술자격      ,기사,건축산업기사
T,국가기술자격      ,기사,건축설비산업기사
T,국가기술자격      ,기사,시설원예산업기사
T,국가기술자격      ,기사,임업종묘산업기사
T,국가기술자격      ,기사,방송통신산업기사
T,국가기술자격      ,기사,전기산업기사
T,국가기술자격      ,기사,전기공사산업기사
T,국가기술자격      ,기사,전기기기산업기사
T,국가기술자격      ,기사,산림산업기사
T,국가기술자격      ,기사,농예화학기사2급
T,국가기술자격      ,기사,축산산업기사
T,국가기술자격      ,기사,임산가공산업기사
T,국가기술자격      ,기사,기상산업기사
T,국가기술자격      ,기사,식품산업기사
T,국가기술자격      ,기사,수산제조산업기사
T,국가기술자격      ,기사,철도신호산업기사
T,국가기술자격      ,기사,전자산업기사
T,국가기술자격      ,기사,공업계기기사2급
T,국가기술자격      ,기사,화약류관리산업기사
T,국가기술자격      ,기사,화약류관리기사2급
T,국가기술자격      ,기사,화약류관리기사2급
T,국가기술자격      ,기사,화약류관리기사2급
T,국가기술자격      ,기사,종자산업기사
T,국가기술자격      ,기사,가스산업기사
T,국가기술자격      ,기사,항공산업기사
T,국가기술자격      ,기사,선박기계기사2급
T,국가기술자격      ,기사,토목산업기사
T,국가기술자격      ,기사,건축시공기사2급
T,국가기술자격      ,기사,화약류관리기사2급
T,국가기술자격      ,기사,광산보안산업기사
T,국가기술자격      ,기사,지하수산업기사
T,국가기술자격      ,기사,주조산업기사
T,국가기술자격      ,기사,표면처리산업기사
T,국가기술자격      ,기사,화공기사2급
T,국가기술자격      ,기사,공업화학기사2급
T,국가기술자격      ,기사,전파통신산업기사
T,국가기술자격      ,기사,광학산업기사
T,국가기술자격      ,기사,시각디자인산업기사
T,국가기술자격      ,기사,세라믹산업기사
T,국가기술자격      ,기사,건설안전산업기사
T,국가기술자격      ,기사,인쇄산업기사
T,국가기술자격      ,기사,제관산업기사
T,국가기술자격      ,기사,정밀기계기사2급
T,국가기술자격      ,기사,정밀기계기사2급
T,국가기술자격      ,기사,정밀기계기사2급
T,국가기술자격      ,기사,정밀기계기사2급
T,국가기술자격      ,기사,정밀기계기사2급
T,국가기술자격      ,기사,정밀측정산업기사
T,국가기술자격      ,기사,금속기사2급
T,국가기술자격      ,기사,승강기산업기사
T,국가기술자격      ,기사,자동차검사산업기사
T,국가기술자격      ,기사,디자인및포장기사2급
T,국가기술자격      ,기사,측량및지형공간정보산업기사
T,국가기술자격      ,기사,지적산업기사
T,국가기술자격      ,기사,금속재료산업기사
T,국가기술자격      ,기사,금속제련산업기사
T,국가기술자격      ,기사,금속기사2급
T,국가기술자격      ,기사,정밀측정산업기사
T,국가기술자격      ,기사,공정설계산업기사
T,국가기술자격      ,기사,치공구설계산업기사
T,국가기술자격      ,기사,금속기사2급
T,국가기술자격      ,기사,금속기사2급
T,국가기술자격      ,기사,해양조사산업기사
T,국가기술자격      ,기사,기계안전기사2급
T,국가기술자격      ,기사,화공안전기사2급
T,국가기술자격      ,기사,전기안전기사2급
T,국가기술자격      ,기사,산업안전산업기사
T,국가기술자격      ,기사,환경관리기사2급
T,국가기술자격      ,기사,환경관리기사2급
T,국가기술자격      ,기사,환경관리기사2급
T,국가기술자격      ,기사,금속기사2급
T,국가기술자격      ,기사,금속기사2급
T,국가기술자격      ,기사,금속기사2급
T,국가기술자격      ,기사,금속기사2급
T,국가기술자격      ,기사,금속기사2급
T,국가기술자격      ,기사,방송통신기사
T,국가기술자격      ,기사,정밀측정산업기사
T,국가기술자격      ,기사,계량기사2급
T,국가기술자격      ,기사,조경산업기사
T,국가기술자격      ,기사,전자계산기산업기사
T,국가기술자격      ,기사,소방설비기사
T,국가기술자격      ,기사,소방설비기사
T,국가기술자격      ,기사,소방설비기사
T,국가기술자격      ,기사,자동차정비산업기사
T,국가기술자격      ,기사,메카트로닉스산업기사
T,국가기술자격      ,기사,건설기계설비산업기사
T,국가기술자격      ,기사,배관산업기사
T,국가기술자격      ,기사,철도동력차기관정비산업기사
T,국가기술자격      ,기사,철도동력차전기정비산업기사
T,국가기술자격      ,기사,객화차정비산업기사
T,국가기술자격      ,기사,방사선비파괴검사기사
T,국가기술자격      ,기사,초음파비파괴검사기사
T,국가기술자격      ,기사,철도신호기사
T,국가기술자격      ,기사,전기철도기사
T,국가기술자격      ,기사,보일러산업기사
T,국가기술자격      ,기사,영사산업기사
T,국가기술자격      ,기사,건설기계정비산업기사
T,국가기술자격      ,기사,기계설계산업기사
T,국가기술자격      ,기사,전산응용가공산업기사
T,국가기술자격      ,기사,건설재료시험기사
T,국가기술자격      ,기사,교통기사
T,국가기술자격      ,기사,철도토목기사
T,국가기술자격      ,기사,계량기사1급
T,국가기술자격      ,기사,계량기사1급
T,국가기술자격      ,기사,계량기사
T,국가기술자격      ,기사,윤활관리산업기사
T,국가기술자격      ,기사,자동화설비산업기사
T,국가기술자격      ,기사,기계정비산업기사
T,국가기술자격      ,기사,임상심리사1급
T,국가기술자격      ,기사,임상심리사2급
T,국가기술자격      ,기사,텔레마케팅관리사
T,국가기술자격      ,기사,게임프로그래밍전문가
T,국가기술자격      ,기사,게임그래픽전문가
T,국가기술자격      ,기사,멀티미디어콘텐츠제작전문가
T,국가기술자격      ,기술사,전자기술사(전자음향)
T,국가기술자격      ,기술사,전자응용기술사
T,국가기술자격      ,기술사,전기통신기술사
T,국가기술자격      ,기술사,발송배전기술사
T,국가기술자격      ,기술사,소방기술사
T,국가기술자격      ,기능사,천장크레인운전기능사
T,국가기술자격      ,기능사,플랜트배관기능사
T,국가기술자격      ,기능사,동력기계정비기능사
T,국가기술자격      ,기사,응용지질기사
T,국가기술자격      ,기사,사무자동화산업기사
E,,노동부 승진시험,행정직
E,,기사,기술직
T,국가기술자격      ,기능사,플라스틱창호기능사
T,국가기술자격      ,기사,소비자전문상담사1급
T,국가기술자격      ,기술사,전기기기기술사
T,국가기술자격      ,기술사,전기응용기술사
T,국가기술자격      ,기술사,전기기술사(전기재료)
T,국가기술자격      ,기술사,철도신호기술사
T,국가기술자격      ,기술사,화공기술사(섬유소)
T,국가기술자격      ,기술사,고분자제품기술사
T,국가기술자격      ,기능사,양복기능사(양복패턴)
T,국가기술자격      ,기능사,양장기능사(양장봉제)
